reels_shortcode,p,q,M,constant
DI0Ku5cvC-e,0.08282293400902245,0.08081264251711143,287699,21960.738533534044
DHIBYggPUls,0.0832003659751613,0.07664889918209318,151730,22320.362592616802
DFsGG8fzlcP,0.08284120169606042,0.08061071376373832,697505,21978.012998939103
DFpm9nYvctQ,0.08296312441901503,0.07926404800517838,35274,22093.64772193715
DFNMVZdTXAG,0.0831624507385933,0.0770663801945321,166887,22283.977475958083
DFKtUJpvFtc,0.08264242284872636,0.08281020384142121,61285,21790.754526010885
DFIIs4KTIM2,0.08324561192467891,0.07615093127708288,259029,22363.85866440726
DFFj0YBPRVX,0.08276891425642523,0.08141001092648058,127460,21909.73355215248
DE7Qm33vOGY,0.08280408051615783,0.081021089836969,87976,21942.924044423435
DE2BYqgTt-M,0.08314007355424277,0.07731285603368328,67558,22262.530593861196
DEziK7PvMQz,0.08288819111976106,0.08009148744132805,70094,22022.50869915382
DEmofcnzmEW,0.08318834631061432,0.07678122744582123,84331,22308.821708924177
DEhaR-Azqq7,0.08315570821953741,0.07714063990405924,53108,22277.51314116985
DEPXWaSTXji,0.08252629819009909,0.08409738274245934,37973,21682.083323609626
DD9mmNhzjsi,0.08282938139278684,0.0807413692370265,526717,21966.833852822245
DDuAtNWP548,0.08273169787551296,0.08182177148483816,114324,21874.66162531428
DDej8Z0PGOM,0.0829854979476764,0.07901712575746926,324467,22114.93191595422
DDbIPu-Pp-c,0.08261048488415752,0.0831640526666298,109254,21760.813479573924
DDZaW6mPDk1,0.08261732167804933,0.08308829548575611,78637,21767.219415399926
DDURXAwTk03,0.083208183714745,0.07656284074699511,122335,22327.872062500657
DC88d1pzCzz,0.08326095493276063,0.0759821262061773,199284,22378.627107345896
DC32oZGTf5T,0.08319127792381538,0.07674895075995457,57399,22311.636008286274
DC1XPJXvJcs,0.08252043857110768,0.0841623776423273,61127,21676.613881170066
DClzZFNtKOZ,0.08301734927057589,0.07866570944144279,214848,22145.26706056788
DCbctJptCrI,0.08324531874829647,0.0761541571095293,158079,22363.57655977294
DFIIKmQzKIe,0.08327180266833656,0.07586279592424185,434541,22389.07437499092
C1Jz6oEvqxP,0.08330473745000347,0.07550058596469945,992792,22420.82254577992
C8y8y0rvxXI,0.0832590981240459,0.07600255343692947,1296368,22376.83932499017
DW6OaHJkzfb,0.06887092759092289,0.1531311785827235,34623,11107.128759880221
DW1HjYtE2e-,0.0812495350431524,0.19329392375004784,304123,12808.312433550554
DWwEbpXk7bI,0.09090494187861856,0.031546012831902955,244156,31794.75393193261
DWvd9FIE5R7,0.08317495871117846,0.07692863660953209,82178,22295.97425300648
DWp76lzkwiz,0.056545060004937524,0.10445287045874951,18069,9838.467143995176
DWoGRUtE2bj,0.07458691564498932,0.24817011060049823,18671,8963.059949292629
DWYqNVwE3mI,0.08168832246584487,0.13672695243113472,15399,19585.011101597083
DWWML_Fk8sL,0.08323574169676859,0.0762595396201767,143277,22354.363098179252
DWTqNG4k7NV,0.0441279892496505,0.15121434645616688,19743,4368.449583459031
DWOmBR9E9jO,0.08043026483725599,0.08691736921981799,60953,19519.19625681123
DWLNwtmk1EH,0.08325636178016228,0.07603265743121457,136430,22374.20495867
DWELv8Yk2Fr,0.08331333779525284,0.07540602302938994,322459,22429.12027920488
DWBniRXEzU_,0.08281345837831183,0.08091740117143514,52173,21951.7833304687
DV8j1s9E4-e,0.08255881965201622,0.08373673186380626,177099,21712.46382171771
DV2w-jFkyGo,0.08296576232193902,0.0792349319636186,63034,22096.1561464984
DVyNIA3kzP_,0.0829670324256385,0.07922091340893976,15676,22097.364008039265
DVgFPaGEw1O,0.08271382274574351,0.082019601975278,29930,21857.836017489222
DVYVnWhE3ab,0.08250901240530202,0.08428912890499286,75781,21665.952436279073
DVN4WfvEy6y,0.08261351260184037,0.08313050240427089,25191,21763.65016141422
DU90YgKEwR9,0.08272036715791807,0.08194716803533315,152306,21863.994710485396
DUnq3Wzk_vE,0.08254543983317618,0.08388509322194927,80077,21699.95978771374
DUiMU0dk5SL,0.0829551130495247,0.07935247931724584,10537,22086.031289120754
DUdVLUhk7ZQ,0.0828916103881801,0.08005371563901408,27761,22025.749945630756
DUVQs-IDosW,0.08316909558104509,0.07699320172150044,78293,22290.349959845164
DUDi9kPk0eW,0.08249826996625123,0.0844083102740927,133342,21655.933637966576
DT-Ybxak5Bx,0.08279655874791916,0.08110426397584007,22973,21935.82074268945
DT2oaBsE3EN,0.08323388493127168,0.07627997211754779,99934,22352.577254138592
DTxLnY6k6kF,0.08272232072145758,0.08192554690348638,10560,21865.83346257747
DTsDxTFE9zX,0.082995463598318,0.07890716110829205,33089,22124.418810965544
DTkbdCKE2EE,0.08283280047551149,0.08070357470774263,62527,21970.066905514024
DThxL5jk0gb,0.08278473893196835,0.0812349791237509,40263,21924.663056744517
DTfP-Zyk8En,0.08284862608475216,0.08052865724536824,78706,21985.037519960875
DTcCKTSkzfP,0.08334040978226787,0.07510841897159788,425175,22455.259332209836
DTaCFCEE2lb,0.08313323345914124,0.0773882092484048,31079,22255.978898220732
DTXAxUoDVdw,0.08302067124163229,0.07862906525136047,86269,22148.433243765732
DTNrprek8I4,0.08307831883256726,0.07799337897096449,183831,22203.44797167584
DTE_xCEjYkq,0.0830177400901713,0.07866139829564273,51017,22145.63952921647
DTC2Jf8k64A,0.08280202911963812,0.08104377305839694,37401,21940.986552236343
DS401h7E6x9,0.08327297540301354,0.07584989614594395,26152,22390.204101411557
DSr2nFmEmg3,0.08330991719521466,0.07544363229189326,51668,22425.81967659616
DShUFYyE_mK,0.08326222538266242,0.07596814990331409,341534,22379.85040914558
DSZpyY0k4Zx,0.08330493291163725,0.07549843671473885,176870,22421.011096536717
DSPesalkx8F,0.08317955151861683,0.07687806330870355,24529,22300.3809404693
DSHoCpyEwwp,0.08259954610373403,0.08328527517784375,26743,21750.56790310055
DR8dfsQD41P,0.08324844596713332,0.0761197487286187,36248,22366.585859336792
DR6noVXDzVc,0.0824604769597714,0.08482771612700672,24006,21620.722489753898
DR6CVoeEw8b,0.08330073049428297,0.07554464653541652,50161,22416.957604664058
DR1nsKLk3-p,0.08310782776980108,0.07766813876510899,74948,22231.660904289252
DRuUMxDEygi,0.08331343552684119,0.07540494849835877,48844,22429.214589273895
DRo7wJSD7z9,0.08324307106533381,0.07617888881286777,37899,22361.41387579072
DRj7V3mE_aP,0.0832045680031744,0.0766026419181811,31048,22324.398618710322
DReoMyxE9Bm,0.08305994943660022,0.07819589595365853,17104,22185.903037603504
DRUyo_EkgsT,0.0831334288898304,0.0773860562262712,824030,22256.16606276575
DRRnBHeE7SX,0.08284139707405803,0.08060855430184283,196400,21978.197825998817
DRPA4h7kzGB,0.08310460324415617,0.07770367348181462,32607,22228.57629045677
DRGssnKk5sk,0.0832671117423245,0.07591439658417588,109563,22384.556039272175
DQ889cmk0Mg,0.08308730822498142,0.07789428877803059,37717,22212.03884579562
DQ6gbPxkzNT,0.08311564484151242,0.07758199886040316,51472,22239.140532685822
DQ399hLEwA6,0.08312658883669033,0.07746141456101872,32583,22249.616240074884
DQY5lL2k_5s,0.08299448656969072,0.07891794146074162,51841,22123.48854331888
DQBz4-wk3Ri,0.08299409575848661,0.07892225363188198,14661,22123.116447212036
DP_Um_mk5w5,0.08318932351413309,0.07677046844303069,35136,22309.759769268396
DP3bRSKE770,0.08250217629538982,0.0843649700787921,138519,21659.57630122626
DPluBmIj92i,0.08260462480947099,0.08322899161055157,114669,21755.324177871273
DPdqqU6D4kn,0.08302868309610201,0.0785406932085829,33893,22156.07119510533
DPTX80hDR8w,0.082826157696106,0.08077700528954253,42774,21963.785981743575
DPOVZ1Tkz3n,0.08294583165897479,0.07945493928751123,49770,22077.210655875482
DOzyspGkyky,0.08281990570565607,0.08084612098312895,53092,21957.87616430604
DOvcQHjD8RP,0.08301949878009593,0.07864199835276918,25795,22147.315715658522
DOnnJDtj3LL,0.08279069766603128,0.08116907942923246,106661,21930.287296335515
DOa1SzdEx2v,0.08310411468050197,0.07770905763201477,74154,22228.10896206014
DOYhEyIj_6J,0.08300269363755476,0.07882738984788629,101478,22131.304007352024
DOPx9lHk3sw,0.08308623340239611,0.07790613603905235,29635,22211.011501142057
DOIuf-DE2jP,0.08283035827246368,0.08073057066521722,21290,21967.757533614258
DOGJQ-GExGg,0.08307441042435444,0.07803646450477143,20162,22199.71384541327
DOEA6U3iaey,0.08320222268320356,0.07662845968087414,106934,22322.14586300405
DN8ARuNk5l-,0.0831862941860945,0.07680382170160517,74320,22306.85191057959
DW6Wxwqj-K7,0.060530565987086164,0.18669193359013656,156387,6068.642655033482
DW1Qj43j9CT,0.0806341395891612,0.07200647078071035,288636,30077.252790212668
DWynuAUjyYs,0.10397448807494143,0.0,171506,43394.98193426948
DWwF8b-jVg2,0.0829075345518979,0.07987782435941847,413200,22040.851178465018
DWq9vBjj08f,0.0830029867482716,0.0788241560022748,158950,22131.583182122573
DWoWCNLj_F3,0.08264339955973768,0.08279938459819165,151192,21791.6708032012
DWlw_GmD5qi,0.08281472830338907,0.08090336076258361,262811,21952.983300388994
DWjLAUGCaJl,0.08281736584484688,0.08087420049616666,210641,21955.475755196196
DWgqJodj0Fe,0.08281990570565607,0.08084612098312895,322100,21957.87616430604
DWbcY5Bj0PH,0.08285937200064845,0.08040990226765181,662235,21995.208566300385
DWY6VHIj-yy,0.0830593631844124,0.07820235988806878,158705,22185.343321238826
DWTwMTCj5uG,0.0830664959409211,0.07812371798513217,563538,22192.154162971532
DWRJ6m8D0jd,0.08281121159143909,0.08094224234156171,721421,21949.660467433623
DWOleD4jwdt,0.0828564412857373,0.08044228869440256,175673,21992.434178024934
DWMAb-HD62E,0.08281052778766404,0.080949802811001,775857,21949.014419431016
DWG2ylsj-1Z,0.08290655760259615,0.07988861441065616,195589,22039.924424436133
DWEQ2m5j5pi,0.08281345837831183,0.08091740117143514,239279,21951.7833304687
DV_IGt1DzGu,0.08281052778766404,0.080949802811001,157615,21949.014419431016
DV8pP-Pjxh-,0.08286787111874568,0.08031598711977775,339675,22003.25627158615
DV3R_1ND9qM,0.08320261356951272,0.07662415667743057,6700841,22322.521306502007
DV00j1Kj7TC,0.08285419440967705,0.08046711894570233,154258,21990.307383999407
DVyOu4qj475,0.08283299585199326,0.08070141506027645,137593,21970.251665753
DVvpe9SD9Dn,0.08322645790111063,0.07636170598616035,558825,22345.435304472085
DVtH1NkD584,0.08285937200064845,0.08040990226765181,271661,21995.208566300385
DVqmTVzDx34,0.08290724146701482,0.07988106136346945,230973,22040.57314816487
DVn7--DD4oe,0.08281179770930426,0.08093576198127339,120462,21950.21423799875
DVlX5fJj_AR,0.08282586463324727,0.08078024498894686,143236,21963.508923524238
DVi3NE8DyQ0,0.0828837949333722,0.080140053128171,231664,22018.342083070922
DVgOlX4Dx1E,0.08282684150975148,0.0807694460286981,245158,21964.43246451306
DVdq9y6Dzpj,0.08305017860823258,0.0783036332532911,404433,22176.576274762403
DVbMmBYDxFY,0.04837080488550921,0.5462486438516282,28922,4865.271838826368
DVYgHNXD2hW,0.08320945410275664,0.07654885690103048,288520,22329.092589958418
DVV71oRj7Mn,0.08281052778766404,0.080949802811001,603743,21949.014419431016
DVTZ3GFj7kX,0.0832489345958921,0.07611437251848156,123490,22367.05609896961
DVQyaVEjyue,0.0832247965987017,0.07637998941149828,282476,22343.838075417407
DVON30PD5T1,0.08286787111874568,0.08031598711977775,66891,22003.25627158615
DVJEGjzj8QX,0.08286591729258856,0.08033757608628336,711720,22001.405963798188
DVGfdZaj9IA,0.08314495936290461,0.07725903553558834,470405,22267.211557201357
DVD_CZ9D9RD,0.08301813090990774,0.07865708716707318,916063,22146.012004129454
DVBZKiRD4Lz,0.0828877026537254,0.08009688352091968,238610,22022.04570287925
DU-wz0Jj0Aw,0.08297465307911674,0.07913680590471259,547101,22104.612563902258
DU5mluSDw7p,0.08283231203446127,0.08070897384528966,857214,21969.605011713844
DU3EGTLD0M5,0.08298413012043178,0.0790322198193232,393605,22113.630110625767
DU0gZifD_ul,0.08300982602085208,0.07874870235652652,690523,22138.098259906023
DUx4b-8D7kQ,0.08326066175222566,0.07598535153261954,372124,22378.344816426157
DUsyxeEj016,0.08300689489874324,0.07878103898705723,244437,22135.305848911325
DUqJkoaj8A_,0.0830388445577573,0.07842862200796423,133303,22165.762141627332
DUnoZIAj2ln,0.08295022809721432,0.07940640440502937,243770,22081.388411380354
DUlBMWHD0n9,0.08304040786801248,0.07841138131843092,213838,22167.25343263551
DUf0SLJj7Mh,0.08325303908616756,0.07606921341371489,223756,22371.00650220346
DUdb1u8D-_Z,0.08288838650623702,0.08008932901703976,260033,22022.693900389095
DUatzwcD72X,0.08333395935573776,0.07517932076702107,493282,22449.02849162872
DUVni3sjxdU,0.08319254829199989,0.07673496449654281,214125,22312.85564825854
DUTGFUTj9v2,0.0829150570910425,0.07979474457597857,188185,22047.988489816264
DUQmQyvD8vA,0.08300855586696426,0.07876271477741349,144036,22136.88817189553
DUN4NqED2Gr,0.08326945720279137,0.07588859594485665,609917,22386.815093144556
DULQcC7D0Wc,0.08287597953497006,0.08022639751898655,397171,22010.936711864877
DUIt1-Fjy1N,0.08281082084637191,0.0809465626033376,160953,21949.2912948181
DUDgxUvD7S4,0.08282781838713696,0.0807586471763506,288175,21965.356044333974
DUAn9Uaj5s4,0.08287236493228557,0.08026633413405442,248810,22007.512570033123
DT-YtSME5QU,0.0822951602747223,0.08666438906916737,402710,21467.35688561013
DT7z79viR_N,0.08282391088288277,0.08080184323315244,184879,21961.661958036366
DT0GoQOD6z1,0.08281990570565607,0.08084612098312895,199702,21957.87616430604
DTxnr5fDwzV,0.08282195713604343,0.08082344190897597,586390,21959.81514785729
DTu8Bkmj_tn,0.08280857406497191,0.0809714044436394,156134,21947.16867276615
DTsXhD6j78P,0.08280925786751317,0.08096384382311216,221744,21947.814666443464
DTpygTYD_dm,0.08283367966995708,0.08069385632813152,158856,21970.898338824925
DTnOHVgjwYb,0.08323144182362469,0.07630685757350263,503084,22350.22767669695
DTkoqVxD-jN,0.08281052778766404,0.080949802811001,538902,21949.014419431016
DTiECSyj3yf,0.08284501157337254,0.08056860503515871,141072,21981.61740696618
DTffPMgD782,0.08285575745339933,0.08044984566699982,300646,21991.786871113913
DTaV2Csj5MR,0.08295442915487475,0.07936002866735398,346931,22085.38122747592
DTXxZxsj13E,0.08280984398432081,0.08095736333332074,118987,21948.36839044278
DTVOl72DzHo,0.08295384295980425,0.07936649958090183,686434,22084.824047008336
DTSuscFj6WK,0.08282908832905563,0.08074460882960943,595308,21966.5567561578
DTQDSMUD5-q,0.08298246918967157,0.07905054860686604,158311,22112.049450029797
DTNdoJAjwA0,0.08282391088288277,0.08080184323315244,87440,21961.661958036366
DTK5AocD83t,0.08281179770930426,0.08093576198127339,424326,21950.21423799875
DW6G249lbNW,0.07043447822548021,0.14125638334149193,24586,9114.298086891466
DWysz8VjywQ,0.0801273723947322,0.09612310221896059,16815,23290.761066991818
DWtW6BJDy81,0.06625158955743764,0.09661686422707016,28147,20418.80427350363
DWq79knD7vt,0.08326457083254947,0.07594234797497966,221585,22382.10898814604
DWoU7fCDy-u,0.08184093795907636,0.09172828949901528,89386,21051.43090027718
DWlwmxDkdSY,0.08235345276247669,0.08601637123910001,95216,21521.31339808555
DWjKmFmkoAQ,0.08226333019125626,0.08701841125882388,774838,21437.95031749815
DWY23tej3AG,0.08223755436794201,0.08730518859261673,155456,21414.16592971492
DWWRP0lDx2L,0.08200716140033038,0.08987216767203704,970080,21202.716727713778
DWWNZ4IAnI7,0.04502964354124177,0.6018929062108576,3822,4192.586988883442
DWWBIJCE2SG,0.08303415464053107,0.0784803457303554,10507,22161.288870503886
DWTq0ywD1xz,0.08290665529748667,0.07988753540068082,90874,22040.017098085533
DWRK8AYD1RO,0.08312189853950229,0.07751309189409078,50637,22245.12604712426
DWLyBmAj9zB,0.08311300657350251,0.0776110703084574,64009,22236.615876825676
DWEBBnrD3Af,0.08309072812212172,0.07785659381379421,27090,22215.30798582618
DWBt6HQD-E7,0.08252434498024443,0.08411904727613644,115475,21680.260022815204
DV_IKQiD7mS,0.08198900539577667,0.09007473788180087,42644,21186.14069197549
DV8jR82j_Bx,0.08244328987909585,0.08501850732808033,17997,21604.72809456289
DVx_cFGCINN,0.08309864278263115,0.07776936195202257,65999,22222.875555184164
DVtHQHFCGM9,0.08309776337305179,0.07777905403246825,41655,22222.034586864094
DVqhV52D9X_,0.08249758636010127,0.08441589498636352,17207,21655.296234880643
DVn8VaIDzJ1,0.0823358768074309,0.08621171279695233,21597,21505.030838722476
DVlWfDtD1X3,0.08246575032332466,0.0847691846436884,101857,21625.632234338977
DVgBBgujEfY,0.08309502743670444,0.07780920772901807,9310,22219.418444483348
DVdnyMbD9FX,0.0824410438603053,0.08504344274803173,207300,21602.638792225807
DVYe8mrD9-h,0.0816474169470072,0.09389357075612104,94445,20876.630970863338
DVV6SLaD96z,0.08234827759051087,0.08607388482624906,37489,21516.51780882817
DVTQChcD8Gg,0.08302018271583789,0.07863445402476868,24555,22147.967600202002
DVQoplvD--S,0.08259632309129697,0.0833209951123766,142150,21747.550037289522
DVN4zA-mIYZ,0.08294436618352788,0.07947111806663205,18252,22075.81824635624
DVK1JU3gI9k,0.08286327963286848,0.08036672187542744,9775,21998.90829508642
DVI71sVj2dO,0.08231205207959244,0.08647656522834589,209495,21482.978590107898
DVGbwbVD7bF,0.08216862658367105,0.08807247245863298,125665,21350.69026465426
DVD52JKD5E1,0.08259241642241923,0.08336429358180061,29084,21743.892579469783
DU73QhNjws1,0.08309346404760887,0.07782643879153144,23446,22217.923644258117
DU5Cqz5j3RB,0.08300200971285729,0.07883493552534411,302363,22130.652613248498
DU2K6psDyH5,0.08287295108325261,0.08025985782590556,22019,22008.067800089255
DUxtEm4j6kc,0.08268061290560096,0.08238725194293973,51187,21826.609675867545
DUu6rqqD-jI,0.08284540233077786,0.08056428628398074,45329,21981.987123260835
DUp1sHyjCBb,0.08307421500431403,0.07803861882666513,35235,22199.52715558522
DUnkmgjDx0e,0.08273462825281022,0.08178934370787479,12107,21877.421157029086
DUk-qSbj5kJ,0.08079421006746926,0.10349597832523386,16764,20122.747557624414
DUicByME9t5,0.08278239452099802,0.08126090797346716,40587,21922.45063655846
DUfzXtYj_Yj,0.08190242691942738,0.09104127620073481,76919,21107.270677386634
DUdNFuwD84n,0.08256311685519517,0.08368908726901893,110227,21716.48124420753
DUZtpp5j6-j,0.08228607981805242,0.08676537137344013,24832,21458.96378568073
DUX3lzKkxzE,0.08308564713598096,0.07791259823631161,27053,22210.451151357836
DULQ2CTjRMl,0.08172431373850317,0.09303262252114514,34415,20945.918111493604
DUIsA8rjXVe,0.08188085658459623,0.0912822268609195,91332,21087.665593099427
DUF1fwgjYtp,0.08299731995513816,0.07888667873539272,14077,22126.186427257213
DUDiZAfANmV,0.082616149653173,0.08310128205473645,422051,21766.12112106558
DT-Y5xKEWbU,0.0817407086852949,0.09284915775586952,49367,20960.71970114398
DT7yh9jD3Tu,0.08280495968728456,0.08101136860205821,12481,21943.754450589036
DT5PM9rD2iI,0.08129618133460435,0.09783547085440741,37803,20562.994511926732
DT2o-xgDxwd,0.0822255453871733,0.08743882659462301,87613,21403.093579708166
DT0BEEgD2X3,0.08244817254471849,0.08496430187032536,228280,21609.270753272023
DTzxAdyAmsN,0.08307089286902175,0.07807524295755218,24530,22196.35366869322
DTxgRnpj7oP,0.08242053694774806,0.0852711404777606,25414,21583.5718948409
DTu654Cj476,0.0824374307094211,0.08508355745213862,15705,21599.27816456842
DTsWsrrj6sE,0.08261546597258108,0.08310885762521734,26746,21765.48047496094
DTpwdsfDyp9,0.08230394788597398,0.08656667319272388,16954,21475.482365824235
DTnNq6ciOCR,0.08004661061639483,0.1119853991226355,44962,19484.122823566788
DTkn0SED5KQ,0.0825304976032204,0.08405080546106518,280624,21686.00393955406
DTh8D1lj6km,0.08272681393097517,0.08187581993991776,19158,21870.0631792358
DTc4qctj2nw,0.08217702265118863,0.08797897833193415,116183,21358.412353269978
DTacHJQj2rP,0.08243088800743209,0.08515620136633116,123387,21593.194034038857
DTUIRgojwEW,0.08238011017233637,0.08572017025172803,191421,21546.03214342363
DTSZnJMiCaD,0.08122516755394406,0.09863433571160655,89934,20500.14529118301
DTQA9HRDy-r,0.08210448668266206,0.08878698929151864,144836,21291.78915699324
DTPt5Lpj-j1,0.08310440781866806,0.07770582713866682,68286,22228.38935791915
DTNTahID8VY,0.08311505855917706,0.07758845911441495,95139,22238.579473281232
DTK4qoDD6R4,0.08164117176233662,0.09396352525411876,34900,20871.013661973164
DTIS4_xj6wB,0.08228090496822406,0.08682292462636741,27728,21454.182089127444
DTF078-D8JY,0.0827897208221344,0.0811798823825856,220731,21929.365190987104
DS6bcKfDxzn,0.08264418092918115,0.08279072928144288,90091,21792.40385269256
DS43eyPiEfc,0.07982174972025233,0.11455273368935755,9470,19295.949110188296
DS2R0dcj922,0.08268813386840877,0.08230397909812241,45628,21833.677614265674
DS2BdAmCsy0,0.08307489897460972,0.07803107871887212,18350,22200.180576851904
DSz_tzbD7Kj,0.08284139707405803,0.08060855430184283,284915,21978.197825998817
DSxIQCgD0NM,0.08190701433115989,0.09099004016075786,200920,21111.442434087807
DO-52wZiSIh,0.07297261429433205,0.06797439958710536,612596,26076.371089944394
DO5vqLWiWdQ,0.07703427161858933,0.1106741540212663,214828,18675.801980750617
DW8_ZN9iYez,0.09528820442572904,0.062141197703310974,494744,25245.293710476184
DW5cB_qCdWB,0.09066252696925735,0.0785546045254231,20255,33495.542738501696
DW39EUuiZlF,0.08974373668083306,0.0460096990343738,139838,25783.754144340244
DWlqIvPCTNi,0.08306913409563947,0.07809463270703226,16043,22194.673771054655
DWgV3KQCU44,0.08255139725033869,0.08381903200684292,48474,21705.526387769794
DWbUoNoiUUD,0.08267699895504353,0.0824272684460862,19992,21823.21420765606
DWTlj-qifAY,0.08266293396500538,0.08258302243398655,26883,21810.004439764507
DWLv-RZCXi5,0.08237522781372687,0.08577441347311407,26620,21541.50277799643
DWGvmBmifl7,0.08288428339764517,0.0801346568329074,17972,22018.80500148332
DWBakoECWsm,0.0824852815232228,0.08455242887914796,229493,21643.826186748633
DWA1rHeiYT-,0.08197465651093797,0.09023486032914989,78645,21173.049444721997
DV8pvbGic3_,0.08286787111874568,0.08031598711977775,14171,22003.25627158615
DV3WKsZCRkf,0.08263343714876542,0.08290974595155808,27944,21782.326583248
DV03x1pCbiN,0.08279431199611235,0.08112910944036573,80840,21933.699423257618
DVyDaAZCf5E,0.08254846736894869,0.08385152062585455,866079,21702.78853719294
DVvxU-iCRoP,0.08240129986390392,0.08548478607080648,30416,21565.700627144488
DVsMXL4ifZ7,0.08275611792866004,0.0815515697091102,8141,21897.66836229581
DVquGZAiRBi,0.08284911453316127,0.08052325900866884,22373,21985.499738202692
DVnUZBZD5OE,0.082763639415972,0.08146836115702809,25304,21904.75931001218
DVlb7R8CTSL,0.08298696347878415,0.0790009537826447,18449,22116.326792416174
DVdrgI3iSKs,0.08299380265017607,0.0789254877715475,29366,22122.837379238725
DVa6bYTiWwZ,0.08253733389198452,0.08397498626013858,5447,21692.38785400239
DVVLPuIifqg,0.08328802561072857,0.07568436271963046,25595,22404.7073178801
DVQwtqrCRkU,0.08278483661586894,0.08123389876850629,13200,21924.75524576399
DVLpkCpiR_f,0.08277506826943236,0.08134193963655419,403276,21915.538262260583
DVGaU5iCSIa,0.08273707023994965,0.08176232130292772,15004,21879.721032702713
DVBEx-yiZu9,0.08267250595225319,0.08247702075624197,19717,21818.993551273998
DU8fTWHiYqF,0.08239348794776942,0.0855715577096522,25311,21558.447484737637
DUqDEGUCaq-,0.08236087380696831,0.0859339042404096,16179,21528.191957323368
DUk3Zq4CU1v,0.08251926665111552,0.0841753770898902,52960,21675.520158249805
DUiKp41CbRO,0.08251975495095806,0.08416996063446355,20012,21675.975869426868
DUcVvWUiQG4,0.08252707947502771,0.08408871705021052,23246,21682.812686859554
DUVYpAdibGH,0.08299048076153424,0.07896214203197145,25623,22119.674854879242
DUQPOCiiS18,0.08237132194269596,0.08581781000143322,27336,21537.879971183695
DULg6oJCfaw,0.08212986883734451,0.08850417159955694,82100,21315.079123036132
DUDdNs4iWL2,0.0816847912275976,0.09347503028285159,249503,20910.278662175253
DT-VVhFCW-b,0.0825409473763432,0.08393491253905556,15168,21695.762967908297
DTz5Yn1icUs,0.082931860873712,0.07960918684542746,31132,22063.939923161615
DTxY-jnCdyH,0.08252268475463885,0.08413746247016282,4657,21678.71033768741
DTnJabgCb0v,0.08168157093848179,0.09351108621141443,36095,20907.37738015175
DTh9_utCUoV,0.08281472830338907,0.08090336076258361,12698,21952.983300388994
DTfef10CY7q,0.08246555501310532,0.08477135242008656,10577,21625.450372067247
DTctTMziTrS,0.0823048266510234,0.08655690208837111,8354,21476.2950829725
DTaHgLQiUup,0.08285087294925837,0.08050382557985473,12140,21987.16380433433
DTZdrx4CUOl,0.08259485808881574,0.0833372318356144,15054,21746.178418521387
DTXMFBRCUNy,0.08240979538669663,0.08539042978622882,15527,21573.591189288847
DTVFom9iZPu,0.0823521833783834,0.08603047806347042,54318,21520.137022557727
DTP6Lh6iUO8,0.0828427647210284,0.08059343818940529,30586,21979.491658936648
DTNNDvpCQOa,0.08260247612336691,0.08325280353212808,34536,21753.311780863132
DTKBL9RCSxN,0.08265648757230243,0.08265441716835079,15613,21803.95263525126
DTDNm8LiT35,0.08258694710967442,0.08342491434635901,17085,21738.773171825604
DTAaaytiVCb,0.0827170461079904,0.08198392495109015,56612,21860.869186770567
DS90LTLCSrE,0.08323798936452312,0.07623480606339932,70171,22356.52510027606
DS5EQDPCeA_,0.03315722097923448,0.817994574515775,10158,2461.158983259587
DS2NU6RCU81,0.08266469207876773,0.08256355195991168,35516,21811.655223391615
DS1WgHYiXbL,0.08274009831165155,0.08172881445823475,13392,21882.573214303495
DSxas5qiSKZ,0.08287109493961212,0.08028036626823994,75284,22006.309619629403
DSxLMxTiR0a,0.0825260052083962,0.08410063239491115,59275,21681.809818715876
DSuW6WkCa6v,0.08308984871896856,0.0778662866786918,55329,22214.46730386868
DSr-p7BERst,0.08308037075252499,0.07797075975505258,21485,22205.408639382997
DSrFQ2ZCWcX,0.08294241221935018,0.07949269014932785,50119,22073.961836931154
DSmr5LvCUhH,0.0829417283327209,0.07950024048011717,100732,22073.312130512364
DSlqP0wFCCh,0.08285184984832394,0.0804930293815386,32783,21988.08833993915
DSjTSCGCX2Y,0.08271665539690393,0.08198824937621668,10840,21860.501507472723
DSjFdDhjKFR,0.08297983124605277,0.07907965967405618,15950,22109.539221292813
DScU6sviW8m,0.0826698687636471,0.0825062242641997,118111,21816.516589651088
DSZDUFRCc8G,0.08259690909284455,0.08331450049121995,5650,21748.0987090191
DSXL1lmCey4,0.08296097502138329,0.07928777276796675,13030,22091.604030980536
DSUHhlNiako,0.0827382423957329,0.081749350788315,9899,21880.825058899245
DSRRqieFZGf,0.08256126124263898,0.0837096608143503,20912,21714.746356955256
DR_o59bCRJD,0.0828981558749836,0.07998141330194644,6380,22031.955948114606
DRySY1qCepU,0.0829528659687252,0.079377284523024,50974,22083.89544413142
DRwnQ1LCcNF,0.0831436890505324,0.07727302860642797,47246,22265.99441206274
DRtQf2GiSLk,0.08270991565285524,0.08206284843026564,14144,21854.160012855096
DRhIUUiCXFK,0.08280593654492925,0.08100056733246422,34003,21944.67716096218
DRdzjTuCceC,0.08256790239699256,0.08363603098090056,16740,21720.956066788032
DRb_jjzCd6V,0.08285712511850711,0.08043473177466091,18602,21993.081503987898
DRSNfDHiegn,0.034017037799842616,0.801321404880033,6738,2558.4932610398405
